cpu,memory,timestamp
6.7,9011.2,16:34:10
0,9011.2,16:34:10
5,9011.2,16:34:10
5,9011.2,16:34:10
5,9011.2,16:34:10
5,9011.2,16:34:11
5,9011.2,16:34:11
0,9011.2,16:34:11
10,9011.2,16:34:11
190,9011.2,16:34:11
245,9011.2,16:34:12
85,9011.2,16:34:12
14.3,9011.2,16:34:12
5,9011.2,16:34:12
5,9011.2,16:34:12
0,9011.2,16:34:13
20,9011.2,16:34:13
10,9011.2,16:34:13
5,9011.2,16:34:13
5,9011.2,16:34:13
5,9011.2,16:34:14
0,9011.2,16:34:14
10,9011.2,16:34:14
0,9011.2,16:34:14
5,9011.2,16:34:14
5,9011.2,16:34:15
0,9011.2,16:34:15
5,9011.2,16:34:15
5,9011.2,16:34:15
5,9011.2,16:34:15
4.8,9011.2,16:34:16
5,9011.2,16:34:16
5,9011.2,16:34:16
5,9011.2,16:34:16
5,9011.2,16:34:16
0,9011.2,16:34:17
5,9011.2,16:34:17
5,9011.2,16:34:17
5,9011.2,16:34:17
5,9011.2,16:34:17
5,9011.2,16:34:18
5,9011.2,16:34:18
5,9011.2,16:34:18
5,9011.2,16:34:18
5,9011.2,16:34:18
5,9011.2,16:34:19
0,9011.2,16:34:19
5,9011.2,16:34:19
65,9011.2,16:34:19
19,9011.2,16:34:19
5,9011.2,16:34:20
0,9011.2,16:34:20
5,9011.2,16:34:20
5,9011.2,16:34:20
5,9011.2,16:34:20
5,9011.2,16:34:21
5,9011.2,16:34:21
5,9011.2,16:34:21
5,9011.2,16:34:21
15,9011.2,16:34:21
5,9011.2,16:34:22
0,9011.2,16:34:22
10,9011.2,16:34:22
5,9011.2,16:34:22
30,9011.2,16:34:22
50,9011.2,16:34:23
55,9011.2,16:34:23
55,9011.2,16:34:23
61.9,9011.2,16:34:23
60,9011.2,16:34:23
90,9011.2,16:34:24
205,9011.2,16:34:24
75,9011.2,16:34:24
65,9011.2,16:34:24
285,9011.2,16:34:24
250,9011.2,16:34:25
205,9011.2,16:34:25
200,9011.2,16:34:25
60,9011.2,16:34:25
55,9011.2,16:34:25
60,9011.2,16:34:26
60,9011.2,16:34:26
55,9011.2,16:34:26
65,9011.2,16:34:26
60,9011.2,16:34:26
95.2,9011.2,16:34:27
105,9011.2,16:34:27
135,9011.2,16:34:27
135,9011.2,16:34:27
105,9011.2,16:34:27
105,9011.2,16:34:28
325,9011.2,16:34:28
365,9011.2,16:34:28
380,9011.2,16:34:28
320,9011.2,16:34:28
265,9011.2,16:34:29
130,9011.2,16:34:29
85,9011.2,16:34:29
275,9011.2,16:34:29
210,9011.2,16:34:29
160,9011.2,16:34:30
140,9011.2,16:34:30
181,9011.2,16:34:30
295,9011.2,16:34:30
100,9011.2,16:34:30
110,9011.2,16:34:31
105,9011.2,16:34:31
105,9011.2,16:34:31
105,9011.2,16:34:31
105,9011.2,16:34:31
105,9011.2,16:34:32
105,9011.2,16:34:32
105,9011.2,16:34:32
105,9011.2,16:34:32
100,9011.2,16:34:32
105,9011.2,16:34:33
105,9011.2,16:34:33
105,9011.2,16:34:33
100,9011.2,16:34:33
105,9011.2,16:34:33
105,9011.2,16:34:34
195,9011.2,16:34:34
380,9011.2,16:34:34
385,9011.2,16:34:34
395,9011.2,16:34:34
395,9011.2,16:34:35
360,9011.2,16:34:35
395,9011.2,16:34:35
400,9011.2,16:34:35
345,9011.2,16:34:35
385,9011.2,16:34:36
400,9011.2,16:34:36
390,9011.2,16:34:36
400,9011.2,16:34:36
395,9011.2,16:34:37
376.2,9011.2,16:34:37
270,9011.2,16:34:37
395,9011.2,16:34:37
400,9011.2,16:34:37
395,9011.2,16:34:38
395,9011.2,16:34:38
400,9011.2,16:34:38
395,9011.2,16:34:38
395,9011.2,16:34:38
400,9011.2,16:34:39
390,9011.2,16:34:39
395,9011.2,16:34:39
190,9011.2,16:34:39
165,9011.2,16:34:39
135,9011.2,16:34:40
105,9011.2,16:34:40
260,9011.2,16:34:40
285.7,9011.2,16:34:40
250,9011.2,16:34:40
150,9011.2,16:34:41
235,9011.2,16:34:41
310,9011.2,16:34:41
260,9011.2,16:34:41
175,9011.2,16:34:41
200,9011.2,16:34:42
145,9011.2,16:34:42
255,9011.2,16:34:42
330,9011.2,16:34:42
240,9011.2,16:34:42
225,9011.2,16:34:43
255,9011.2,16:34:43
285,9011.2,16:34:43
335,9011.2,16:34:43
340,9011.2,16:34:43
350,9011.2,16:34:44
345,9011.2,16:34:44
370,9011.2,16:34:44
333.3,9011.2,16:34:44
365,9011.2,16:34:44
355,9011.2,16:34:45
355,9011.2,16:34:45
330,9011.2,16:34:45
370,9011.2,16:34:45
320,9011.2,16:34:45
350,9011.2,16:34:46
315,9011.2,16:34:46
215,9011.2,16:34:46
295,9011.2,16:34:46
310,9011.2,16:34:46
305,9011.2,16:34:47
255,9011.2,16:34:47
285,9011.2,16:34:47
270,9011.2,16:34:47
285,9011.2,16:34:47
152.4,9011.2,16:34:48
25,9011.2,16:34:48
